Order_ID,Order_Date,Product_Name,Category,Region,Sales_Channel,Units_Sold,Unit_Price,Revenue,Customer_ID
ORD-101242,2024-11-01,Skincare Gift Set,Beauty & Personal Care,East,Affiliate,1,46.26,46.26,CUST-1021
ORD-101243,2024-12-08,Ergonomic Chair,Home & Kitchen,North,Online,2,221.26,442.52,CUST-1317
ORD-101244,2026-05-10,Winter Coat,Fashion,West,Online,2,146.95,293.9,CUST-1177
ORD-101245,2025-06-10,Air Fryer,Home & Kitchen,North,In-Store,2,109.63,219.26,CUST-1136
ORD-101246,2026-01-28,Fountain Pen,Books & Stationery,West,In-Store,1,40.98,40.98,CUST-1348
ORD-101247,2025-06-15,Fitness Tracker,Sports & Outdoors,North,In-Store,1,69.35,69.35,CUST-1362
ORD-101248,2024-07-19,Running Shoes,Fashion,West,In-Store,1,108.35,108.35,CUST-1171
ORD-101249,2025-08-30,Wireless Headphones,Electronics,East,In-Store,2,135.03,270.06,CUST-1271
ORD-101250,2024-11-14,Perfume,Beauty & Personal Care,North,In-Store,1,89.32,89.32,CUST-1078
ORD-101251,2024-04-30,Winter Coat,Fashion,North,Online,1,147.02,147.02,CUST-1068
ORD-101252,2025-12-27,Leather Journal,Books & Stationery,North,Affiliate,1,20.83,20.83,CUST-1186
ORD-101253,2024-04-19,Coffee Maker,Home & Kitchen,East,Online,2,85.44,170.88,CUST-1041
ORD-101254,2025-12-31,Dumbbells,Sports & Outdoors,West,Online,1,44.19,44.19,CUST-1025
ORD-101255,2025-02-13,Bluetooth Speaker,Electronics,North,Online,2,69.08,138.16,CUST-1149
ORD-101256,2025-01-30,Sci-Fi Novel,Books & Stationery,South,Online,2,18.85,37.7,CUST-1309
ORD-101257,2024-01-26,Fitness Tracker,Sports & Outdoors,West,Wholesale,57,67.78,3863.46,CUST-1241
ORD-101258,2025-07-19,Bluetooth Speaker,Electronics,South,In-Store,1,77.17,77.17,CUST-1098
ORD-101259,2025-12-04,Dumbbells,Sports & Outdoors,North,Affiliate,1,41.32,41.32,CUST-1289
ORD-101260,2025-11-07,Ergonomic Chair,Home & Kitchen,West,In-Store,3,213.0,639.0,CUST-1150
ORD-101261,2025-12-19,Bluetooth Speaker,Electronics,West,In-Store,3,66.75,200.25,CUST-1302
ORD-101262,2025-01-11,Perfume,Beauty & Personal Care,East,In-Store,2,84.06,168.12,CUST-1145
ORD-101263,2024-10-03,Skincare Gift Set,Beauty & Personal Care,North,Online,4,49.01,196.04,CUST-1161
ORD-101264,2024-04-29,Coffee Maker,Home & Kitchen,West,Online,1,83.76,83.76,CUST-1064
ORD-101265,2024-11-21,Makeup Kit,Beauty & Personal Care,North,Wholesale,17,55.13,937.21,CUST-1111
ORD-101266,2024-11-16,Desk Organizer,Books & Stationery,West,In-Store,1,34.85,34.85,CUST-1252
ORD-101267,2026-01-03,Skincare Gift Set,Beauty & Personal Care,East,Online,2,57.85,115.7,CUST-1247
ORD-101268,2024-01-17,Water Bottle,Sports & Outdoors,South,Online,3,21.89,65.67,CUST-1096
ORD-101269,2025-11-13,Casual T-Shirt,Fashion,West,Online,1,23.59,23.59,CUST-1068
ORD-101270,2025-01-04,Fountain Pen,Books & Stationery,South,Online,2,38.39,76.78,CUST-1321
ORD-101271,2026-05-30,Leather Jacket,Fashion,West,Online,1,190.91,190.91,CUST-1169
ORD-101272,2025-07-12,Smartphone,Electronics,North,Online,4,740.17,2960.68,CUST-1205
ORD-101273,2024-02-09,Cookware Set,Home & Kitchen,East,Online,1,131.07,131.07,CUST-1308
ORD-101274,2025-04-28,Makeup Kit,Beauty & Personal Care,North,Online,1,61.4,61.4,CUST-1217
ORD-101275,2024-11-02,Essential Oil Diffuser,Beauty & Personal Care,East,Online,1,29.28,29.28,CUST-1033
ORD-101276,2025-09-18,Perfume,Beauty & Personal Care,North,Wholesale,18,58.91,1060.38,CUST-1227
ORD-101277,2025-11-22,Smartwatch,Electronics,West,In-Store,5,210.29,1051.45,CUST-1322
ORD-101278,2025-11-16,Dumbbells,Sports & Outdoors,South,Affiliate,1,56.87,56.87,CUST-1369
ORD-101279,2025-08-01,Blender,Home & Kitchen,North,In-Store,3,61.65,184.95,CUST-1383
ORD-101280,2024-12-20,Ergonomic Chair,Home & Kitchen,East,Online,3,206.83,620.49,CUST-1189
ORD-101281,2025-05-04,Bluetooth Speaker,Electronics,South,Online,2,65.32,130.64,CUST-1010
ORD-101282,2025-08-04,Air Fryer,Home & Kitchen,East,Online,4,93.6,374.4,CUST-1175
ORD-101283,2025-12-07,Ergonomic Chair,Home & Kitchen,West,Online,2,211.25,422.5,CUST-1239
ORD-101284,2025-07-12,Desk Organizer,Books & Stationery,South,Online,1,29.92,29.92,CUST-1036
ORD-101285,2026-02-27,Robotic Vacuum,Home & Kitchen,East,Wholesale,43,239.42,10295.06,CUST-1029
ORD-101286,2025-07-03,Blender,Home & Kitchen,South,Online,3,65.49,196.47,CUST-1258
ORD-101287,2026-02-16,Wireless Headphones,Electronics,North,Affiliate,1,135.92,135.92,CUST-1049
ORD-101288,2025-08-06,Sci-Fi Novel,Books & Stationery,West,Online,2,17.85,35.7,CUST-1110
ORD-101289,2025-04-28,Sci-Fi Novel,Books & Stationery,North,Affiliate,3,17.32,51.96,CUST-1003
ORD-101290,2024-02-13,Camping Tent,Sports & Outdoors,South,Online,2,160.71,321.42,CUST-1334
ORD-101291,2025-05-23,Fountain Pen,Books & Stationery,,Online,3,48.86,146.58,CUST-1148
ORD-101292,2024-01-27,Hair Dryer,Beauty & Personal Care,South,Online,1,64.8,64.8,CUST-1127
ORD-101293,2024-10-19,Air Fryer,Home & Kitchen,West,In-Store,2,101.03,202.06,CUST-1318
ORD-101294,2024-12-02,Essential Oil Diffuser,Beauty & Personal Care,East,Wholesale,16,23.37,373.92,CUST-1004
ORD-101295,2025-08-16,Leather Journal,Books & Stationery,East,Online,1,29.76,29.76,CUST-1206
ORD-101296,2025-09-14,Wireless Headphones,Electronics,West,Online,1,140.59,140.59,CUST-1351
ORD-101297,2024-03-10,Fountain Pen,Books & Stationery,North,Wholesale,23,36.95,849.85,CUST-1130
ORD-101298,2024-08-05,Robotic Vacuum,Home & Kitchen,North,In-Store,4,293.98,1175.92,CUST-1367
ORD-101299,2025-04-03,Laptop,Electronics,South,In-Store,2,907.81,1815.62,CUST-1149
ORD-101300,2026-03-20,Blender,Home & Kitchen,North,Online,1,60.92,60.92,CUST-1366
ORD-101301,2024-04-15,Camping Tent,Sports & Outdoors,North,In-Store,2,132.99,265.98,CUST-1395
ORD-101302,2024-02-12,Coffee Maker,Home & Kitchen,East,Online,1,81.12,81.12,CUST-1166
ORD-101303,2026-04-12,Hiking Backpack,Sports & Outdoors,South,In-Store,4,89.93,359.72,CUST-1100
ORD-101304,2026-05-12,Ergonomic Chair,Home & Kitchen,South,Online,2,194.31,388.62,CUST-1087
ORD-101305,2025-10-24,Running Shoes,Fashion,West,Online,1,98.81,98.81,CUST-1349
ORD-101306,2024-05-05,Water Bottle,Sports & Outdoors,West,Online,2,20.96,41.92,CUST-1368
ORD-101307,2025-07-14,Perfume,Beauty & Personal Care,South,Online,2,79.23,158.46,CUST-1300
ORD-101308,2025-04-26,Bluetooth Speaker,Electronics,North,Affiliate,2,78.97,157.94,CUST-1313
ORD-101309,2025-12-22,Hiking Backpack,Sports & Outdoors,East,Affiliate,1,91.02,91.02,CUST-1341
ORD-101310,2026-03-15,Dumbbells,Sports & Outdoors,,Online,1,38.71,38.71,CUST-1333
ORD-101311,2024-01-13,Yoga Mat,Sports & Outdoors,South,Online,1,33.43,33.43,CUST-1291
ORD-101312,2026-02-14,Fountain Pen,Books & Stationery,North,Online,1,37.09,37.09,CUST-1020
ORD-101313,2025-12-31,Leather Jacket,Fashion,West,In-Store,2,183.08,366.16,CUST-1131
ORD-101314,2024-10-27,Water Bottle,Sports & Outdoors,East,Online,3,20.11,60.33,CUST-1303
ORD-101315,2025-03-21,Dumbbells,Sports & Outdoors,North,Affiliate,4,49.84,199.36,CUST-1264
ORD-101316,2024-12-03,Robotic Vacuum,Home & Kitchen,North,,1,280.7,280.7,CUST-1366
ORD-101317,2025-04-09,Water Bottle,Sports & Outdoors,East,Online,3,18.62,55.86,CUST-1300
ORD-101318,2026-02-04,Skincare Gift Set,Beauty & Personal Care,South,Online,2,49.9,99.8,CUST-1167
ORD-101319,2026-01-21,Desk Organizer,Books & Stationery,South,Online,1,30.44,30.44,CUST-1064
ORD-101320,2025-09-05,Hiking Backpack,Sports & Outdoors,,Online,3,85.96,257.88,CUST-1083
ORD-101321,2025-06-05,Designer Jeans,Fashion,West,Online,2,84.34,168.68,CUST-1358
ORD-101322,2024-03-31,Sunglasses,Fashion,West,Online,5,63.93,319.65,CUST-1056
ORD-101323,2026-03-12,Desk Organizer,Books & Stationery,East,Online,1,28.62,28.62,CUST-1074
ORD-101324,2024-11-24,Wireless Headphones,Electronics,West,Online,1,131.37,131.37,CUST-1171
ORD-101325,2024-09-10,Hair Dryer,Beauty & Personal Care,West,Online,3,64.1,192.3,CUST-1145
ORD-101326,2025-05-31,Skincare Gift Set,Beauty & Personal Care,South,In-Store,3,42.13,126.39,CUST-1313
ORD-101327,2025-08-13,Smartphone,Electronics,South,In-Store,1,753.39,753.39,CUST-1355
ORD-101328,2025-11-10,Designer Jeans,Fashion,South,Online,2,82.04,164.08,CUST-1149
ORD-101329,2024-12-27,Smartwatch,Electronics,South,Affiliate,2,202.53,405.06,CUST-1322
ORD-101330,2026-03-19,Hair Dryer,Beauty & Personal Care,West,Online,2,62.62,125.24,CUST-1277
ORD-101331,2024-03-14,Winter Coat,Fashion,North,In-Store,1,166.94,166.94,CUST-1285
ORD-101332,2025-01-12,Running Shoes,Fashion,North,In-Store,3,101.95,305.85,CUST-1117
ORD-101333,2024-10-16,Bluetooth Speaker,Electronics,West,Online,1,76.55,76.55,CUST-1007
ORD-101334,2025-01-03,Makeup Kit,Beauty & Personal Care,East,Affiliate,4,54.98,219.92,CUST-1061
ORD-101335,2025-09-24,Water Bottle,Sports & Outdoors,East,Online,3,17.78,53.34,CUST-1386
ORD-101336,2025-02-19,Leather Journal,Books & Stationery,North,Affiliate,3,20.47,61.41,CUST-1321
ORD-101337,2024-03-06,Running Shoes,Fashion,South,Online,2,114.01,228.02,CUST-1177
ORD-101338,2024-10-06,Leather Jacket,Fashion,South,,2,156.6,313.2,CUST-1034
ORD-101339,2024-08-08,Perfume,Beauty & Personal Care,West,Affiliate,2,68.61,137.22,CUST-1116
ORD-101340,2024-10-06,Casual T-Shirt,Fashion,South,Affiliate,1,21.95,21.95,CUST-1072
ORD-101341,2024-08-20,Leather Journal,Books & Stationery,North,Online,2,27.44,54.88,CUST-1092
ORD-101342,2025-04-11,Essential Oil Diffuser,Beauty & Personal Care,South,Online,2,28.87,57.74,CUST-1129
ORD-101343,2025-11-17,Robotic Vacuum,Home & Kitchen,East,In-Store,1,266.44,266.44,CUST-1397
ORD-101344,2024-10-02,Coffee Maker,Home & Kitchen,West,Online,1,89.24,89.24,CUST-1089
ORD-101345,2024-08-28,Cookware Set,Home & Kitchen,South,Online,2,132.75,265.5,CUST-1039
ORD-101346,2026-01-16,Smart TV,Electronics,West,In-Store,3,609.97,1829.91,CUST-1141
ORD-101347,2026-04-23,Smartwatch,Electronics,North,Online,1,217.61,217.61,CUST-1229
ORD-101348,2025-10-01,Hair Dryer,Beauty & Personal Care,North,In-Store,1,64.96,64.96,CUST-1280
ORD-101349,2026-01-18,Hair Dryer,Beauty & Personal Care,North,Online,1,71.41,71.41,CUST-1251
ORD-101350,2025-08-22,Winter Coat,Fashion,West,Online,3,136.53,409.59,CUST-1235
ORD-101351,2024-10-01,Running Shoes,Fashion,East,Online,3,90.54,271.62,CUST-1037
ORD-101352,2024-11-19,Bluetooth Speaker,Electronics,South,Online,2,65.3,130.6,CUST-1382
ORD-101353,2025-12-17,Water Bottle,Sports & Outdoors,South,Online,3,21.46,64.38,CUST-1195
ORD-101354,2026-05-19,Winter Coat,Fashion,West,In-Store,4,179.57,718.28,CUST-1058
ORD-101355,2025-07-06,Running Shoes,Fashion,East,Online,3,96.43,289.29,CUST-1354
ORD-101356,2025-08-06,Coffee Maker,Home & Kitchen,,In-Store,2,83.5,167.0,CUST-1209
ORD-101357,2024-10-22,Water Bottle,Sports & Outdoors,West,Online,1,19.09,19.09,CUST-1313
ORD-101358,2024-04-18,Sunglasses,Fashion,North,Online,2,69.76,139.52,CUST-1272
ORD-101359,2025-04-24,Casual T-Shirt,Fashion,West,In-Store,4,24.87,99.48,CUST-1248
ORD-101360,2024-09-17,Yoga Mat,Sports & Outdoors,South,Affiliate,2,36.76,73.52,CUST-1216
ORD-101361,2024-07-14,Coffee Maker,Home & Kitchen,South,In-Store,1,91.87,91.87,CUST-1141
ORD-101362,2025-12-22,Coffee Maker,Home & Kitchen,East,In-Store,2,97.55,195.1,CUST-1259
ORD-101363,2026-05-23,Hair Dryer,Beauty & Personal Care,South,Online,2,75.88,151.76,CUST-1115
ORD-101364,2025-03-10,Yoga Mat,Sports & Outdoors,West,Online,1,36.56,36.56,CUST-1283
ORD-101365,2025-12-05,Sci-Fi Novel,Books & Stationery,North,Wholesale,55,11.3,621.5,CUST-1085
ORD-101366,2024-11-15,Coffee Maker,Home & Kitchen,South,In-Store,1,88.16,88.16,CUST-1320
ORD-101367,2025-10-01,Air Fryer,Home & Kitchen,East,,2,105.1,210.2,CUST-1139
ORD-101368,2025-08-13,Sci-Fi Novel,Books & Stationery,West,Online,1,13.46,13.46,CUST-1356
ORD-101369,2025-05-19,Smartwatch,Electronics,South,In-Store,2,240.29,480.58,CUST-1036
ORD-101370,2025-06-03,Essential Oil Diffuser,Beauty & Personal Care,South,In-Store,2,27.85,55.7,CUST-1193
ORD-101371,2025-04-05,Camping Tent,Sports & Outdoors,West,In-Store,2,176.7,353.4,CUST-1033
ORD-101372,2024-04-11,Essential Oil Diffuser,Beauty & Personal Care,South,Online,1,31.72,31.72,CUST-1047
ORD-101373,2024-03-27,Dumbbells,Sports & Outdoors,East,In-Store,3,59.75,179.25,CUST-1271
ORD-101374,2026-03-04,Yoga Mat,Sports & Outdoors,West,Online,2,25.61,51.22,CUST-1075
ORD-101375,2024-02-01,Fountain Pen,Books & Stationery,South,In-Store,2,46.89,93.78,CUST-1055
ORD-101376,2025-11-08,Ergonomic Chair,Home & Kitchen,South,Online,4,202.56,810.24,CUST-1251
ORD-101377,2024-01-15,Perfume,Beauty & Personal Care,North,In-Store,2,60.6,121.2,CUST-1226
ORD-101378,2025-06-11,Smart TV,Electronics,West,Wholesale,47,542.99,25520.53,CUST-1358
ORD-101379,2025-03-19,Winter Coat,Fashion,West,Wholesale,59,136.83,8072.97,CUST-1077
ORD-101380,2024-12-02,Water Bottle,Sports & Outdoors,East,Online,1,17.88,17.88,CUST-1033
ORD-101381,2026-03-06,Smartwatch,Electronics,East,Online,3,233.63,700.89,CUST-1375
ORD-101382,2025-12-24,Casual T-Shirt,Fashion,North,Online,2,28.01,56.02,CUST-1133
ORD-101383,2026-04-21,Desk Organizer,Books & Stationery,North,In-Store,1,30.64,30.64,CUST-1324
ORD-101384,2025-09-17,Blender,Home & Kitchen,East,In-Store,3,69.13,207.39,CUST-1353
ORD-101385,2024-02-04,Fountain Pen,Books & Stationery,West,In-Store,2,37.07,74.14,CUST-1146
ORD-101386,2025-01-08,Leather Journal,Books & Stationery,North,Online,3,25.82,77.46,CUST-1379
ORD-101387,2026-03-28,Bluetooth Speaker,Electronics,East,Online,1,64.99,64.99,CUST-1036
ORD-101388,2025-08-17,Leather Journal,Books & Stationery,East,In-Store,3,29.38,88.14,CUST-1074
ORD-101389,2025-03-31,Fountain Pen,Books & Stationery,East,Online,1,30.63,30.63,CUST-1037
ORD-101390,2024-09-01,Self-Help Best Seller,Books & Stationery,West,Affiliate,2,16.41,32.82,CUST-1374
ORD-101391,2024-10-16,Bluetooth Speaker,Electronics,East,Online,1,77.85,77.85,CUST-1240
ORD-101392,2026-04-11,Laptop,Electronics,East,Online,3,934.47,2803.41,CUST-1236
ORD-101393,2024-01-08,Smartphone,Electronics,South,In-Store,3,701.15,2103.45,CUST-1186
ORD-101394,2024-10-28,Robotic Vacuum,Home & Kitchen,North,Wholesale,34,239.81,8153.54,CUST-1178
ORD-101395,2025-10-06,Fitness Tracker,Sports & Outdoors,North,Online,3,64.3,192.9,CUST-1388
ORD-101396,2024-07-01,Hair Dryer,Beauty & Personal Care,East,Online,1,56.89,56.89,CUST-1268
ORD-101397,2024-01-20,Cookware Set,Home & Kitchen,South,Online,1,152.28,152.28,CUST-1242
ORD-101398,2025-03-14,Running Shoes,Fashion,East,Affiliate,2,107.34,214.68,CUST-1315
ORD-101399,2024-01-24,Leather Journal,Books & Stationery,East,Online,2,24.16,48.32,CUST-1038
ORD-101400,2024-10-14,Wireless Headphones,Electronics,North,Online,1,146.55,146.55,CUST-1048
ORD-101401,2025-04-28,Camping Tent,Sports & Outdoors,East,Online,3,159.32,477.96,CUST-1341
ORD-101402,2025-05-09,Wireless Headphones,Electronics,North,Online,2,136.38,272.76,CUST-1221
ORD-101403,2026-05-04,Smartwatch,Electronics,North,Online,2,212.62,425.24,CUST-1276
ORD-101404,2025-02-27,Designer Jeans,Fashion,South,In-Store,1,93.65,93.65,CUST-1012
ORD-101405,2025-01-16,Leather Journal,Books & Stationery,East,Online,1,26.81,26.81,CUST-1374
ORD-101406,2026-05-17,Fitness Tracker,Sports & Outdoors,West,In-Store,2,68.75,137.5,CUST-1343
ORD-101407,2025-06-02,Sci-Fi Novel,Books & Stationery,North,Online,4,15.38,61.52,CUST-1177
ORD-101408,2024-11-03,Water Bottle,Sports & Outdoors,East,Online,2,23.88,47.76,CUST-1215
ORD-101409,2024-03-12,Dumbbells,Sports & Outdoors,North,Online,2,40.78,81.56,CUST-1139
ORD-101410,2025-08-17,Air Fryer,Home & Kitchen,North,Online,4,102.54,410.16,CUST-1024
ORD-101411,2025-03-25,Smart TV,Electronics,South,Online,1,623.77,623.77,CUST-1177
ORD-101412,2025-01-12,Self-Help Best Seller,Books & Stationery,East,In-Store,1,20.42,20.42,CUST-1373
ORD-101413,2024-08-19,Blender,Home & Kitchen,West,Online,1,51.92,51.92,CUST-1145
ORD-101414,2025-01-02,Sunglasses,Fashion,East,In-Store,5,56.8,284.0,CUST-1154
ORD-101415,2026-02-25,Running Shoes,Fashion,West,Online,1,107.93,107.93,CUST-1243
ORD-101416,2026-04-27,Perfume,Beauty & Personal Care,North,Online,1,75.15,75.15,CUST-1321
ORD-101417,2025-04-15,Perfume,Beauty & Personal Care,North,In-Store,1,69.44,69.44,CUST-1105
ORD-101418,2024-05-10,Perfume,Beauty & Personal Care,North,In-Store,3,86.03,258.09,CUST-1250
ORD-101419,2026-04-12,Water Bottle,Sports & Outdoors,East,In-Store,2,18.3,36.6,CUST-1300
ORD-101420,2025-10-19,Smart TV,Electronics,West,Online,2,613.72,1227.44,CUST-1106
ORD-101421,2024-06-07,Smartphone,Electronics,East,Affiliate,1,775.0,775.0,CUST-1084
ORD-101422,2026-03-02,Leather Jacket,Fashion,South,Online,4,196.75,787.0,CUST-1237
ORD-101423,2025-12-15,Smartphone,Electronics,West,In-Store,4,730.41,2921.64,CUST-1325
ORD-101424,2024-05-27,Skincare Gift Set,Beauty & Personal Care,West,,1,41.07,41.07,CUST-1297
ORD-101425,2025-10-06,Wireless Headphones,Electronics,East,In-Store,3,130.81,392.43,CUST-1000
ORD-101426,2025-05-16,Leather Jacket,Fashion,North,In-Store,2,168.73,337.46,CUST-1216
ORD-101427,2024-11-23,Dumbbells,Sports & Outdoors,East,In-Store,1,51.68,51.68,CUST-1332
ORD-101428,2026-02-18,Essential Oil Diffuser,Beauty & Personal Care,North,Online,1,32.82,32.82,CUST-1262
ORD-101429,2026-03-02,Ergonomic Chair,Home & Kitchen,South,In-Store,1,229.89,229.89,CUST-1306
ORD-101430,2025-03-03,Hair Dryer,Beauty & Personal Care,South,Online,5,62.51,312.55,CUST-1048
ORD-101431,2026-03-31,Coffee Maker,Home & Kitchen,North,In-Store,1,91.08,91.08,CUST-1053
ORD-101432,2026-03-31,Leather Journal,Books & Stationery,West,Online,2,27.86,55.72,CUST-1376
ORD-101433,2025-04-07,Winter Coat,Fashion,North,Online,2,160.66,321.32,CUST-1110
ORD-101434,2025-09-11,Winter Coat,Fashion,West,Online,2,150.84,301.68,CUST-1313
ORD-101435,2025-07-22,Sunglasses,Fashion,South,Wholesale,28,65.57,1835.96,CUST-1345
ORD-101436,2024-03-12,Sunglasses,Fashion,West,Online,3,56.03,168.09,CUST-1024
ORD-101437,2025-10-04,Self-Help Best Seller,Books & Stationery,South,In-Store,4,21.15,84.6,CUST-1119
ORD-101438,2024-06-09,Smartwatch,Electronics,North,Online,1,219.0,219.0,CUST-1399
ORD-101439,2025-09-27,Smartwatch,Electronics,East,Online,2,225.15,450.3,CUST-1098
ORD-101440,2025-06-09,Camping Tent,Sports & Outdoors,South,In-Store,3,177.72,533.16,CUST-1367
ORD-101441,2025-06-16,Ergonomic Chair,Home & Kitchen,North,Wholesale,46,159.06,7316.76,CUST-1246
ORD-101442,2024-01-05,Hair Dryer,Beauty & Personal Care,West,Online,3,64.11,192.33,CUST-1168
ORD-101443,2026-01-30,Smartwatch,Electronics,West,Online,2,213.93,427.86,CUST-1330
ORD-101444,2024-12-16,Dumbbells,Sports & Outdoors,West,Online,3,36.04,108.12,CUST-1019
ORD-101445,2025-04-05,Fitness Tracker,Sports & Outdoors,West,In-Store,1,78.13,78.13,CUST-1022
ORD-101446,2025-12-19,Fountain Pen,Books & Stationery,East,In-Store,1,35.48,35.48,CUST-1253
ORD-101447,2024-02-07,Blender,Home & Kitchen,West,Wholesale,50,56.89,2844.5,CUST-1122
ORD-101448,2025-11-15,Fountain Pen,Books & Stationery,South,Online,1,49.79,49.79,CUST-1025
ORD-101449,2026-03-14,Winter Coat,Fashion,South,Affiliate,1,161.16,161.16,CUST-1282
ORD-101450,2025-04-17,Smart TV,Electronics,West,Affiliate,3,600.04,1800.12,CUST-1344
ORD-101451,2024-09-22,Winter Coat,Fashion,North,In-Store,1,142.58,142.58,CUST-1190
ORD-101452,2024-05-21,Fountain Pen,Books & Stationery,East,Online,1,37.37,37.37,CUST-1018
ORD-101453,2024-10-16,Leather Journal,Books & Stationery,East,Online,4,21.31,85.24,CUST-1373
ORD-101454,2024-06-04,Yoga Mat,Sports & Outdoors,East,Online,2,28.76,57.52,CUST-1068
ORD-101455,2025-08-28,Leather Jacket,Fashion,North,Online,1,190.72,190.72,CUST-1368
ORD-101456,2025-12-24,Ergonomic Chair,Home & Kitchen,South,In-Store,2,195.18,390.36,CUST-1278
ORD-101457,2026-04-15,Ergonomic Chair,Home & Kitchen,East,Online,3,216.95,650.85,CUST-1232
ORD-101458,2025-07-20,Laptop,Electronics,North,Online,2,916.7,1833.4,CUST-1064
ORD-101459,2025-08-03,Dumbbells,Sports & Outdoors,South,Affiliate,2,53.48,106.96,CUST-1026
ORD-101460,2025-07-03,Hair Dryer,Beauty & Personal Care,South,Online,4,75.93,303.72,CUST-1212
ORD-101461,2024-10-20,Sunglasses,Fashion,South,Online,1,59.06,59.06,CUST-1145
ORD-101462,2025-03-16,Dumbbells,Sports & Outdoors,West,In-Store,3,55.62,166.86,CUST-1384
ORD-101463,2024-11-09,Skincare Gift Set,Beauty & Personal Care,North,Online,2,45.92,91.84,CUST-1317
ORD-101464,2025-08-21,Fitness Tracker,Sports & Outdoors,South,Wholesale,42,52.14,2189.88,CUST-1222
ORD-101465,2026-05-13,Coffee Maker,Home & Kitchen,South,Online,3,98.81,296.43,CUST-1392
ORD-101466,2025-12-03,Self-Help Best Seller,Books & Stationery,East,Online,1,17.74,17.74,CUST-1276
ORD-101467,2024-11-07,Dumbbells,Sports & Outdoors,South,Wholesale,47,47.93,2252.71,CUST-1070
ORD-101468,2025-06-03,Smartphone,Electronics,South,Online,1,752.97,752.97,CUST-1354
ORD-101469,2025-04-22,Desk Organizer,Books & Stationery,East,In-Store,2,31.25,62.5,CUST-1012
ORD-101470,2025-03-18,Desk Organizer,Books & Stationery,South,Online,1,31.79,31.79,CUST-1392
ORD-101471,2025-12-05,Running Shoes,Fashion,South,Online,1,109.45,109.45,CUST-1310
ORD-101472,2024-01-19,Air Fryer,Home & Kitchen,East,Wholesale,38,85.37,3244.06,CUST-1027
ORD-101473,2025-06-13,Wireless Headphones,Electronics,East,Online,2,137.14,274.28,CUST-1211
ORD-101474,2024-09-27,Smartwatch,Electronics,West,Online,2,226.25,452.5,CUST-1255
ORD-101475,2025-04-07,Hair Dryer,Beauty & Personal Care,West,In-Store,4,60.91,243.64,CUST-1286
ORD-101476,2024-02-12,Laptop,Electronics,West,Online,2,989.42,1978.84,CUST-1341
ORD-101477,2026-04-29,Hiking Backpack,Sports & Outdoors,East,In-Store,4,83.75,335.0,CUST-1122
ORD-101478,2025-08-08,Water Bottle,Sports & Outdoors,West,Online,2,20.99,41.98,CUST-1025
ORD-101479,2025-01-15,Leather Jacket,Fashion,North,In-Store,3,152.39,457.17,CUST-1026
ORD-101480,2025-08-05,Leather Journal,Books & Stationery,East,Affiliate,1,24.12,24.12,CUST-1348
ORD-101481,2024-03-21,Robotic Vacuum,Home & Kitchen,West,In-Store,5,293.74,1468.7,CUST-1280
ORD-101482,2024-02-28,Leather Journal,Books & Stationery,South,Online,1,24.38,24.38,CUST-1145
ORD-101483,2025-12-28,Desk Organizer,Books & Stationery,South,Online,3,25.67,77.01,CUST-1244
ORD-101484,2026-01-26,Fitness Tracker,Sports & Outdoors,West,Online,2,53.99,107.98,CUST-1256
ORD-101485,2024-02-17,Sci-Fi Novel,Books & Stationery,South,In-Store,2,17.99,35.98,CUST-1346
ORD-101486,2024-06-26,Laptop,Electronics,South,Online,1,924.25,924.25,CUST-1238
ORD-101487,2026-01-31,Laptop,Electronics,South,Online,4,950.89,3803.56,CUST-1039
ORD-101488,2024-07-11,Yoga Mat,Sports & Outdoors,South,In-Store,2,25.37,50.74,CUST-1344
ORD-101489,2025-03-16,Robotic Vacuum,Home & Kitchen,North,Online,2,261.23,522.46,CUST-1352
ORD-101490,2024-11-07,Essential Oil Diffuser,Beauty & Personal Care,West,Wholesale,55,21.39,1176.45,CUST-1148
ORD-101491,2026-01-30,Leather Jacket,Fashion,North,Online,3,177.88,533.64,CUST-1281
ORD-101492,2025-03-12,Cookware Set,Home & Kitchen,South,Online,2,121.79,243.58,CUST-1103
ORD-101493,2024-07-10,Robotic Vacuum,Home & Kitchen,North,Online,4,281.53,1126.12,CUST-1129
ORD-101494,2024-08-27,Sci-Fi Novel,Books & Stationery,West,Wholesale,20,13.25,265.0,CUST-1270
ORD-101495,2025-06-15,Makeup Kit,Beauty & Personal Care,East,Online,2,50.04,100.08,CUST-1008
ORD-101496,2025-04-03,Self-Help Best Seller,Books & Stationery,North,Online,3,20.05,60.15,CUST-1156
ORD-101497,2026-04-10,Essential Oil Diffuser,Beauty & Personal Care,South,Online,2,31.71,63.42,CUST-1102
ORD-101498,2024-11-11,Smartwatch,Electronics,South,In-Store,4,217.55,870.2,CUST-1166
ORD-101499,2024-09-03,Hiking Backpack,Sports & Outdoors,South,In-Store,3,81.16,243.48,CUST-1394
ORD-101500,2025-05-20,Ergonomic Chair,Home & Kitchen,East,In-Store,4,192.72,770.88,CUST-1236
ORD-101501,2024-04-26,Camping Tent,Sports & Outdoors,South,Online,1,159.63,159.63,CUST-1136
ORD-101502,2025-08-14,Smartphone,Electronics,North,Wholesale,33,624.15,20596.95,CUST-1269
ORD-101503,2024-05-06,Cookware Set,Home & Kitchen,South,In-Store,1,130.21,130.21,CUST-1262
